id	created_at	blend_name	ingredients	category
1442	2026-03-03 10:06:00.75605+00	Byfev	KOKOSOVÝ OLEJ FRAKCIONOVANÝ MCT 60/40 | LEMON COLD PRESSED | BASIL | EUCALYPTUS CAMALDULENSIS | CLOVE leaf | LEMONGRASS | CLOVE leaf | EUCALYPTUS GLOBULUS India - do směsí | PEPPERMINT (Máta peprná) | BASIL | WILD MINT (Mentha arvensis) | LEMON COLD PRESSED | FRANKINCENSE (BOSWELLIA SERRATA)	Směsi esenciálních olejů
1443	2026-03-03 10:06:00.75605+00	Calming	KOKOSOVÝ OLEJ FRAKCIONOVANÝ MCT 60/40 | Ylang complete EO - Madagascar | BERGAMOT RAW | YELLOW MANDARIN OIL COLD PRESSED | RED ORANGE RAW COLD PRESSED	Směsi esenciálních olejů
1444	2026-03-03 10:06:00.75605+00	Chakra 1	ROSEWOOD | PATCHOULI JAVA Pogostemon Cablin benth | CEDARWOOD HIMALAYAN | CEDARWOOD ATLAS | SPRUCE | FRANKINCENSE (BOSWELLIA SERRATA) | CYPRESS Cupressus sempervirens	Směsi esenciálních olejů
1445	2026-03-03 10:06:00.75605+00	Chakra 2	Ylang complete EO - Madagascar | ORANGE SUN | Geranium EO - Madagascar | CARDAMOM | CLARY SAGE Salvia sclarea | CYPRESS Cupressus sempervirens	Směsi esenciálních olejů
1446	2026-03-03 10:06:00.75605+00	Chakra 3	Ylang complete EO - Madagascar | GRAPEFRUIT SUN | Geranium EO - Madagascar | LEMON SUN	Směsi esenciálních olejů
1447	2026-03-03 10:06:00.75605+00	Chakra 4	ROSEWOOD | BERGAMOT SUN | Ylang complete EO - Madagascar | LAVENDER ALBANY	Směsi esenciálních olejů
1448	2026-03-03 10:06:00.75605+00	Chakra 5	BERGAMOT SUN | CLARY SAGE Salvia sclarea | Geranium EO - Madagascar	Směsi esenciálních olejů
1449	2026-03-03 10:06:00.75605+00	Chakra 6	CLARY SAGE Salvia sclarea | LAUREL leaf	Směsi esenciálních olejů
1450	2026-03-03 10:06:00.75605+00	Chakra 7	LAVENDER ALBANY | ROSEWOOD | GURJUM BALSAM	Směsi esenciálních olejů
1451	2026-03-03 10:06:00.75605+00	Cholbal	BIO RAW KAKAOVÉ BOBY se slupkou | OMEGA KOMPLEX 1 BIO RAW (mořské řasy se slunečnicový olejem) | BIO JAGGERY POWDER | LEMONGRASS | ROSEMARY rosmarinus officinalis | FRANKINCENSE (BOSWELLIA SERRATA) | BASIL | LEMON COLD PRESSED | ORANGE	Směsi esenciálních olejů
1452	2026-03-03 10:06:00.75605+00	Clarity	BASIL | LEMON COLD PRESSED | ORANGE | WILD MINT (Mentha arvensis)	Směsi esenciálních olejů
1453	2026-03-03 10:06:00.75605+00	Clean Home	Clove terpen | ORANGE | CEDARWOOD HIMALAYAN | GURJUM BALSAM | CLOVE leaf	Směsi esenciálních olejů
1454	2026-03-03 10:06:00.75605+00	Coldet	KOKOSOVÝ OLEJ FRAKCIONOVANÝ MCT 60/40 | KOKOSOVÝ OLEJ FRAKCIONOVANÝ MCT 60/40 | BIO RAW KAKAOVÉ BOBY se slupkou | OMEGA KOMPLEX 1 BIO RAW (mořské řasy se slunečnicový olejem) | BIO JAGGERY POWDER | CUMIN OIL | FENNEL seed | ORANGE | ANISE - (anýzový EO) | WHITE GRAPEFRUIT OIL RAW | FRANKINCENSE (BOSWELLIA SERRATA)	Směsi esenciálních olejů
1455	2026-03-03 10:06:00.75605+00	Colwit	CLOVE leaf | LEMON COLD PRESSED | BASIL | EUCALYPTUS GLOBULUS India - do směsí | PEPPERMINT (Máta peprná) | CINNAMON LEAF | TURMERIC root Curcuma longa	Směsi esenciálních olejů
1456	2026-03-03 10:06:00.75605+00	Communication	LEMON COLD PRESSED | PEPPERMINT (Máta peprná) | EUCALYPTUS GLOBULUS India - do směsí	Směsi esenciálních olejů
1457	2026-03-03 10:06:00.75605+00	Compassion	KOKOSOVÝ OLEJ FRAKCIONOVANÝ MCT 60/40 | 3s | CANANGA | RED ORANGE RAW COLD PRESSED	Směsi esenciálních olejů
1458	2026-03-03 10:06:00.75605+00	Confession	RED ORANGE RAW COLD PRESSED | HUMILITY | Ylang complete EO - Madagascar | LAVENDER ALBANY | PATCHOULI JAVA Pogostemon Cablin benth	Směsi esenciálních olejů
1459	2026-03-03 10:06:00.75605+00	Confidence	CEDARWOOD HIMALAYAN | WILD MINT (Mentha arvensis) | PEPPERMINT (Máta peprná) | GURJUM BALSAM | LEMON COLD PRESSED | ORANGE | BASIL	Směsi esenciálních olejů
1460	2026-03-03 10:06:00.75605+00	Coriander Deux	CORIANDER seed | CORIANDER RAW CO2	Směsi esenciálních olejů
1461	2026-03-03 10:06:00.75605+00	Courage	CEDARWOOD HIMALAYAN | GURJUM BALSAM | ORANGE | LEMON COLD PRESSED	Směsi esenciálních olejů
1462	2026-03-03 10:06:00.75605+00	Creativity	KOKOSOVÝ OLEJ FRAKCIONOVANÝ MCT 60/40 | LAUREL leaf | ANISE - (anýzový EO) | PEPPERMINT (Máta peprná) | ORANGE | GURJUM BALSAM	Směsi esenciálních olejů
1463	2026-03-03 10:06:00.75605+00	Dark Circles Help	LEMON SUN | Niaouli Melaleuca quinquenervia	Směsi esenciálních olejů
1464	2026-03-03 10:06:00.75605+00	Deep Sleep	KOKOSOVÝ OLEJ FRAKCIONOVANÝ MCT 60/40 | ORANGE | LEMON COLD PRESSED | BASIL | YELLOW MANDARIN OIL COLD PRESSED | CEDARWOOD HIMALAYAN	Směsi esenciálních olejů
1465	2026-03-03 10:06:00.75605+00	Dent	CLOVE leaf | LEMON COLD PRESSED | PEPPERMINT (Máta peprná) | WILD MINT (Mentha arvensis) | BASIL	Směsi esenciálních olejů
1466	2026-03-03 10:06:00.75605+00	Desi	LEMON COLD PRESSED | Niaouli Melaleuca quinquenervia | CLOVE leaf	Směsi esenciálních olejů
1467	2026-03-03 10:06:00.75605+00	Despacito	Ylang complete EO - Madagascar | RED ORANGE RAW COLD PRESSED | GURJUM BALSAM | Geranium EO - Madagascar | LEMON COLD PRESSED | PATCHOULI JAVA Pogostemon Cablin benth	Směsi esenciálních olejů
1468	2026-03-03 10:06:00.75605+00	Detol	BIO RAW KAKAOVÉ BOBY se slupkou | BIO JAGGERY POWDER | OMEGA KOMPLEX 1 BIO RAW (mořské řasy se slunečnicový olejem) | ROSEMARY rosmarinus officinalis | ORANGE | PEPPERMINT (Máta peprná) | LEMON COLD PRESSED | CLOVE leaf	Směsi esenciálních olejů
1469	2026-03-03 10:06:00.75605+00	Dry C	KOKOSOVÝ OLEJ FRAKCIONOVANÝ MCT 60/40 | PINE SCOTS India - do směsí | LAVENDER ALBANY | Benzoin Absolute Styrax benzoin	Směsi esenciálních olejů
1470	2026-03-03 10:06:00.75605+00	Dupreg	BALANCE | RED ORANGE RAW COLD PRESSED | LEMON COLD PRESSED | PEPPERMINT (Máta peprná) | CANANGA	Směsi esenciálních olejů
1471	2026-03-03 10:06:00.75605+00	Dx	BIO RAW KAKAOVÉ BOBY se slupkou | OMEGA KOMPLEX 1 BIO RAW (mořské řasy se slunečnicový olejem) | BIO JAGGERY POWDER | LEMON COLD PRESSED | LEMONGRASS | CLOVE leaf | FENUGREEK RAW CO2 | WILD MINT (Mentha arvensis)	Směsi esenciálních olejů
1472	2026-03-03 10:06:00.75605+00	E-Smo	CEDARWOOD HIMALAYAN | EUCALYPTUS CAMALDULENSIS | LEMONGRASS | 33	Směsi esenciálních olejů
1473	2026-03-03 10:06:00.75605+00	Earth	LEMON COLD PRESSED | WHITE GRAPEFRUIT OIL RAW | Benzoin Absolute Styrax benzoin	Směsi esenciálních olejů
1474	2026-03-03 10:06:00.75605+00	Elli	Jasmine Grandiflorum absolute | BERGAMOT RAW | Ylang complete EO - Madagascar | ROSEWOOD	Směsi esenciálních olejů
1475	2026-03-03 10:06:00.75605+00	Empathy	ACACIA (Acacia nilotica) | YLANG YLANG Cananga odorata | BERGAMOT SUN	Směsi esenciálních olejů
1476	2026-03-03 10:06:00.75605+00	Epi	Etiketa PRAWTEIN EPI 100 ML | Lahvička skleněná hnědá lesklá 100 ml široké hrdlo | Uzávěr plastový černý šroubovací na lahvičku 100 ml se širokým hrdlem | BIO RAW KAKAOVÉ BOBY se slupkou | FRANKINCENSE (BOSWELLIA SERRATA) | CEDARWOOD HIMALAYAN | OMEGA KOMPLEX 2 BIO RAW (mořské řasy s konopným olejem) | ANISE - (anýzový EO) | BIO JAGGERY POWDER | LEMON COLD PRESSED | ORANGE | PRAWTEIN EPI hmota	Směsi esenciálních olejů
1477	2026-03-03 10:06:00.75605+00	Eros	PALMAROSA | GURJUM BALSAM | Geranium EO - Madagascar | RED ORANGE RAW COLD PRESSED | ROSEWOOD | LEMON COLD PRESSED	Směsi esenciálních olejů
1478	2026-03-03 10:06:00.75605+00	Ether	Geranium EO - Madagascar | LAVENDER ALBANY | Ylang complete EO - Madagascar | ROSEMARY rosmarinus officinalis | BERGAMOT SUN	Směsi esenciálních olejů
1479	2026-03-03 10:06:00.75605+00	Faith	WINNER | RED ORANGE RAW COLD PRESSED | CANANGA | PATCHOULI JAVA Pogostemon Cablin benth | LAVENDER ALBANY | Benzoin Absolute Styrax benzoin	Směsi esenciálních olejů
1480	2026-03-03 10:06:00.75605+00	Fascia	Niaouli Melaleuca quinquenervia | FRANKINCENSE (BOSWELLIA SERRATA) | LEMON SUN | LAVENDER ALBANY | PEPPERMINT (Máta peprná)	Směsi esenciálních olejů
1481	2026-03-03 10:06:00.75605+00	Fire	LEMON COLD PRESSED | PEPPERMINT (Máta peprná) | TEA TREE melaleuca alternifolia - do směsí | PATCHOULI JAVA Pogostemon Cablin benth	Směsi esenciálních olejů
1482	2026-03-03 10:06:00.75605+00	Flow B	Geranium EO - Madagascar | FRANKINCENSE (BOSWELLIA SERRATA) | CLOVE leaf | LEMON COLD PRESSED | BLUE TANSY | CASSIA | ESTRAGON (Artemisia dracunculus)	Směsi esenciálních olejů
1483	2026-03-03 10:06:00.75605+00	Flow	KOKOSOVÝ OLEJ FRAKCIONOVANÝ MCT 60/40 | Geranium EO - Madagascar | FRANKINCENSE (BOSWELLIA SERRATA) | CLOVE leaf | LEMON COLD PRESSED | BLUE TANSY | CASSIA | ESTRAGON (Artemisia dracunculus)	Směsi esenciálních olejů
1484	2026-03-03 10:06:00.75605+00	Focus	KOKOSOVÝ OLEJ FRAKCIONOVANÝ MCT 60/40 | RED ORANGE RAW COLD PRESSED | LEMON COLD PRESSED | CEDARWOOD HIMALAYAN | EUCALYPTUS GLOBULUS India - do směsí | PEPPERMINT (Máta peprná) | BASIL	Směsi esenciálních olejů
1485	2026-03-03 10:06:00.75605+00	Forever	HELICHRYSUM Balkán | Ylang complete EO - Madagascar | Geranium EO - Madagascar | LAVENDER ALBANY	Směsi esenciálních olejů
1486	2026-03-03 10:06:00.75605+00	Forgiveness	CANANGA | Geranium EO - Madagascar | GERMAN CHAMOMILE | GURJUM BALSAM | LAVENDER ALBANY | LEMON COLD PRESSED	Směsi esenciálních olejů
1487	2026-03-03 10:06:00.75605+00	Frankincense Quattuor	FRANKINCENSE (BOSWELLIA SERRATA) | FRANKINCENSE (BOSWELLIA CARTERII) | FRANKINCENSE (BOSWELLIA FREREANA)	Směsi esenciálních olejů
1488	2026-03-03 10:06:00.75605+00	Freedom	LEMON COLD PRESSED | BASIL | ORANGE | GURJUM BALSAM | EUCALYPTUS GLOBULUS India - do směsí | CEDARWOOD HIMALAYAN	Směsi esenciálních olejů
1489	2026-03-03 10:06:00.75605+00	Fresh	LEMON COLD PRESSED | ORANGE | KOKOSOVÝ OLEJ FRAKCIONOVANÝ MCT 60/40 | Magnesium Hydroxide | Tapiokový škrob | Vosk z rýžových otrub | GURJUM BALSAM	Směsi esenciálních olejů
1490	2026-03-03 10:06:00.75605+00	Gasto	LEMON COLD PRESSED | TURMERIC root Curcuma longa | ORANGE | WILD MINT (Mentha arvensis) | PEPPERMINT (Máta peprná)	Směsi esenciálních olejů
1491	2026-03-03 10:06:00.75605+00	Generator	KOKOSOVÝ OLEJ FRAKCIONOVANÝ MCT 60/40 | MYRTLE (Myrtus communis) | PALMAROSA | CALAMUS (Acorus calamus) | Benzoin Absolute Styrax benzoin | Ylang complete EO - Madagascar	Směsi esenciálních olejů
1492	2026-03-03 10:06:00.75605+00	Gentle Smile	RED ORANGE RAW COLD PRESSED | GURJUM BALSAM | PATCHOULI JAVA Pogostemon Cablin benth | Benzoin Absolute Styrax benzoin	Směsi esenciálních olejů
1493	2026-03-03 10:06:00.75605+00	Get Up	CEDARWOOD HIMALAYAN | ORANGE | LEMON COLD PRESSED | GURJUM BALSAM | BASIL	Směsi esenciálních olejů
1494	2026-03-03 10:06:00.75605+00	Goddess	ROSEWOOD | BLUE TANSY | Geranium EO - Madagascar | CLARY SAGE Salvia sclarea | Ylang complete EO - Madagascar | ACACIA (Acacia nilotica)	Směsi esenciálních olejů
1495	2026-03-03 10:06:00.75605+00	Gold A	GURJUM BALSAM | GURJUM BALSAM | PALMAROSA | GURJUM BALSAM | LEMON COLD PRESSED | GURJUM BALSAM | CEDARWOOD HIMALAYAN | LAVENDER ALBANY | Geranium EO - Madagascar | GURJUM BALSAM | MANUKA - β-Triketone 20%+ | CEDARWOOD HIMALAYAN | LEMON COLD PRESSED | BASIL | LEMON COLD PRESSED | ORANGE | CINNAMON LEAF | TEA TREE melaleuca alternifolia - do směsí | BASIL | LAVENDER ALBANY | ROSEWOOD | CEDARWOOD HIMALAYAN | LEMONGRASS | GURJUM BALSAM | CEDARWOOD HIMALAYAN | CANANGA | CEDARWOOD HIMALAYAN | FRANKINCENSE (BOSWELLIA SERRATA)	Směsi esenciálních olejů
1496	2026-03-03 10:06:00.75605+00	Gold A-Sha Man	GURJUM BALSAM | PALMAROSA | GURJUM BALSAM | LEMON COLD PRESSED | GURJUM BALSAM | CEDARWOOD HIMALAYAN | CEDARWOOD HIMALAYAN | BASIL | TEA TREE melaleuca alternifolia - do směsí | BASIL | FRANKINCENSE (BOSWELLIA SERRATA)	Směsi esenciálních olejů
1497	2026-03-03 10:06:00.75605+00	Gold A-Sha Woman	GURJUM BALSAM | PALMAROSA | GURJUM BALSAM | LEMON COLD PRESSED | GURJUM BALSAM | CEDARWOOD HIMALAYAN | LEMON COLD PRESSED | BASIL | BASIL | LAVENDER ALBANY | CANANGA | CEDARWOOD HIMALAYAN | FRANKINCENSE (BOSWELLIA SERRATA)	Směsi esenciálních olejů
1498	2026-03-03 10:06:00.75605+00	Gold AA Serum	PALMAROSA | GURJUM BALSAM | LEMON COLD PRESSED | GURJUM BALSAM | LAVENDER ALBANY | Geranium EO - Madagascar | GURJUM BALSAM | MANUKA - β-Triketone 20%+ | CEDARWOOD HIMALAYAN | BASIL | BASIL | ROSEWOOD | CEDARWOOD HIMALAYAN | FRANKINCENSE (BOSWELLIA SERRATA)	Směsi esenciálních olejů
1499	2026-03-03 10:06:00.75605+00	Gold An-Cell	PALMAROSA | GURJUM BALSAM | LEMON COLD PRESSED | GURJUM BALSAM | CEDARWOOD HIMALAYAN | BASIL | LEMON COLD PRESSED | ORANGE | CINNAMON LEAF | BASIL | LEMONGRASS | GURJUM BALSAM | CEDARWOOD HIMALAYAN | FRANKINCENSE (BOSWELLIA SERRATA)	Směsi esenciálních olejů
1500	2026-03-03 10:06:00.75605+00	Gold Baby	LAVENDER ALBANY | GURJUM BALSAM | GERANIUM | PALMAROSA | GURJUM BALSAM | CEDARWOOD HIMALAYAN | BASIL	Směsi esenciálních olejů
1501	2026-03-03 10:06:00.75605+00	Gold Balance Oily	PALMAROSA | GURJUM BALSAM | TEA TREE melaleuca alternifolia - do směsí | LEMON COLD PRESSED | CEDARWOOD HIMALAYAN | BASIL | CANANGA | CEDARWOOD HIMALAYAN | ROSEMARY rosmarinus officinalis	Směsi esenciálních olejů
1502	2026-03-03 10:06:00.75605+00	Gold Beauty	PALMAROSA | GURJUM BALSAM | LAVENDER ALBANY | CEDARWOOD HIMALAYAN | PALMAROSA | BASIL | ROSEWOOD | Ylang complete EO - Madagascar | CEDARWOOD HIMALAYAN | GURJUM BALSAM	Směsi esenciálních olejů
1503	2026-03-03 10:06:00.75605+00	Gold Body	GURJUM BALSAM | PALMAROSA | GURJUM BALSAM | CEDARWOOD HIMALAYAN | BASIL | LEMONGRASS	Směsi esenciálních olejů
1504	2026-03-03 10:06:00.75605+00	Gold C	GURJUM BALSAM | FRANKINCENSE (BOSWELLIA SERRATA) | GURJUM BALSAM | LEMON COLD PRESSED | CEDARWOOD HIMALAYAN | PALMAROSA | GURJUM BALSAM | LEMON COLD PRESSED | CEDARWOOD HIMALAYAN | BASIL | Geranium EO - Madagascar | FRANKINCENSE (BOSWELLIA SERRATA)	Směsi esenciálních olejů
1505	2026-03-03 10:06:00.75605+00	Gold Col	GURJUM BALSAM | FRANKINCENSE (BOSWELLIA SERRATA) | GURJUM BALSAM | LEMON COLD PRESSED | CEDARWOOD HIMALAYAN | PALMAROSA | GURJUM BALSAM | LEMON COLD PRESSED | CEDARWOOD HIMALAYAN | BASIL | Geranium EO - Madagascar | FRANKINCENSE (BOSWELLIA SERRATA)	Směsi esenciálních olejů
1506	2026-03-03 10:06:00.75605+00	Gold D	GURJUM BALSAM | PALMAROSA | GURJUM BALSAM | TEA TREE melaleuca alternifolia - do směsí | GURJUM BALSAM | CEDARWOOD HIMALAYAN | TEA TREE melaleuca alternifolia - do směsí | BASIL | LEMON COLD PRESSED | CEDARWOOD HIMALAYAN | LAVENDER ALBANY | Geranium EO - Madagascar | FRANKINCENSE (BOSWELLIA SERRATA) | CEDARWOOD HIMALAYAN | LEMON COLD PRESSED	Směsi esenciálních olejů
1507	2026-03-03 10:06:00.75605+00	Gold Deo	GURJUM BALSAM | PALMAROSA | GURJUM BALSAM | TEA TREE melaleuca alternifolia - do směsí | GURJUM BALSAM | CEDARWOOD HIMALAYAN | TEA TREE melaleuca alternifolia - do směsí | BASIL | LEMON COLD PRESSED | CEDARWOOD HIMALAYAN | LAVENDER ALBANY | Geranium EO - Madagascar | FRANKINCENSE (BOSWELLIA SERRATA) | CEDARWOOD HIMALAYAN | LEMON COLD PRESSED	Směsi esenciálních olejů
1508	2026-03-03 10:06:00.75605+00	Gold First	PALMAROSA | GURJUM BALSAM | CEDARWOOD HIMALAYAN | BASIL | TEA TREE melaleuca alternifolia - do směsí | CEDARWOOD HIMALAYAN | GURJUM BALSAM | LEMON COLD PRESSED | ROSEWOOD | BASIL | FRANKINCENSE (BOSWELLIA SERRATA)	Směsi esenciálních olejů
1509	2026-03-03 10:06:00.75605+00	Gold He roll-on	BIO SLUNEČNICOVÝ OLEJ DEODORIZOVANÝ (bez vůně) v 5 L kanystru | PALMAROSA | GURJUM BALSAM | BIO MERUŇKOVÝ OLEJ (ORGANIC APRICOT KERNEL OIL) | CEDARWOOD HIMALAYAN | BASIL	Směsi esenciálních olejů
1510	2026-03-03 10:06:00.75605+00	Gold Lavender	GOLD BODY | PALMAROSA | GURJUM BALSAM | LAVENDER KASHMIR (Lavandula angustifolia) | LAVENDER FRANCE. Mailette | LAVENDER ALBANY | CEDARWOOD HIMALAYAN | BASIL	Směsi esenciálních olejů
1511	2026-03-03 10:06:00.75605+00	Gold Lips roll-on	BIO SLUNEČNICOVÝ OLEJ DEODORIZOVANÝ (bez vůně) v 5 L kanystru | BIO MERUŇKOVÝ OLEJ (ORGANIC APRICOT KERNEL OIL) | PALMAROSA | GURJUM BALSAM | Organic Almond oil (BIO MANDLOVÝ OLEJ) cold pressed kosmetický | CEDARWOOD HIMALAYAN | BASIL	Směsi esenciálních olejů
1512	2026-03-03 10:06:00.75605+00	Gold Man	GOLD A-SHA MAN | GURJUM BALSAM | PALMAROSA | GURJUM BALSAM | CEDARWOOD HIMALAYAN | CEDARWOOD HIMALAYAN | BASIL | TEA TREE melaleuca alternifolia - do směsí | CEDARWOOD HIMALAYAN	Směsi esenciálních olejů
1513	2026-03-03 10:06:00.75605+00	Gold Moisturising	PALMAROSA | PALMAROSA | GURJUM BALSAM | CEDARWOOD HIMALAYAN | GURJUM BALSAM | CEDARWOOD HIMALAYAN | BASIL | FRANKINCENSE (BOSWELLIA SERRATA)	Směsi esenciálních olejů
1514	2026-03-03 10:06:00.75605+00	Gold Nowa	OREGANO Origanum vulgare | PALMAROSA | GURJUM BALSAM | LEMON COLD PRESSED | TEA TREE melaleuca alternifolia - do směsí | CEDARWOOD HIMALAYAN | BASIL | CLOVE leaf | LEMONGRASS	Směsi esenciálních olejů
1515	2026-03-03 10:06:00.75605+00	Gold Provance	LAVENDER ALBANY | GOLD BODY | PALMAROSA | GURJUM BALSAM | CEDARWOOD HIMALAYAN | BASIL | CANANGA	Směsi esenciálních olejů
1516	2026-03-03 10:06:00.75605+00	Gold Ps	GURJUM BALSAM | PALMAROSA | GURJUM BALSAM | CEDARWOOD HIMALAYAN | BASIL | LAVENDER ALBANY | TEA TREE melaleuca alternifolia - do směsí | Geranium EO - Madagascar | FRANKINCENSE (BOSWELLIA SERRATA) | CEDARWOOD HIMALAYAN	Směsi esenciálních olejů
1517	2026-03-03 10:06:00.75605+00	Gold Red	DRAGON´S BLOOD PRYSKYŘICE (DRAČÍ KREV) | GOLD BEAUTY | PALMAROSA | GURJUM BALSAM | CEDARWOOD HIMALAYAN | BASIL	Směsi esenciálních olejů
1518	2026-03-03 10:06:00.75605+00	Gold Sca	KOKOSOVÝ OLEJ FRAKCIONOVANÝ MCT 60/40 | PALMAROSA | GURJUM BALSAM | CARROT seed (Daucus carota) | LAVENDER ALBANY | Geranium EO - Madagascar | CEDARWOOD HIMALAYAN | CEDARWOOD HIMALAYAN | BASIL | Niaouli Melaleuca quinquenervia | LEMON SUN	Směsi esenciálních olejů
1519	2026-03-03 10:06:00.75605+00	Gold Sensitive	GERANIUM | LAVENDER ALBANY | GURJUM BALSAM | PALMAROSA | GURJUM BALSAM | CEDARWOOD HIMALAYAN | BASIL | MANUKA - β-Triketone 20%+	Směsi esenciálních olejů
1520	2026-03-03 10:06:00.75605+00	Gold Shi	PALMAROSA | GURJUM BALSAM | FRANKINCENSE (BOSWELLIA SERRATA) | CEDARWOOD HIMALAYAN | CEDARWOOD HIMALAYAN | LEMON COLD PRESSED | BASIL | ROSEWOOD | BASIL | GURJUM BALSAM	Směsi esenciálních olejů
1521	2026-03-03 10:06:00.75605+00	Gold Sun B	LAVENDER ALBANY | TEA TREE melaleuca alternifolia - do směsí | GURJUM BALSAM | PALMAROSA | GURJUM BALSAM | FRANKINCENSE (BOSWELLIA SERRATA) | CEDARWOOD HIMALAYAN | BASIL	Směsi esenciálních olejů
1522	2026-03-03 10:06:00.75605+00	Gold Superior	PALMAROSA | GURJUM BALSAM | Geranium EO - Madagascar | LAVENDER ALBANY | GURJUM BALSAM | CEDARWOOD HIMALAYAN | BASIL | PALMAROSA | CANANGA	Směsi esenciálních olejů
1523	2026-03-03 10:06:00.75605+00	Gold WR Serum	GURJUM BALSAM | LEMON COLD PRESSED | PALMAROSA | GURJUM BALSAM | CEDARWOOD HIMALAYAN | BASIL | FRANKINCENSE (BOSWELLIA SERRATA)	Směsi esenciálních olejů
1524	2026-03-03 10:06:00.75605+00	Gold	KOKOSOVÝ OLEJ FRAKCIONOVANÝ MCT 60/40 | DRAGON´S BLOOD PRYSKYŘICE (DRAČÍ KREV) | BIO SLUNEČNICOVÝ OLEJ DEODORIZOVANÝ (bez vůně) v 5 L kanystru | GOLD A-SHA MAN | LAVENDER ALBANY | Hydrosol geranium (esenciání voda z geránie) | BIO SLUNEČNICOVÝ OLEJ DEODORIZOVANÝ (bez vůně) v 5 L kanystru | GURJUM BALSAM | BIO RAW KAKAOVÉ BOBY se slupkou | LAVENDER ALBANY | GURJUM BALSAM | GURJUM BALSAM | BIO MERUŇKOVÝ OLEJ (ORGANIC APRICOT KERNEL OIL) | GURJUM BALSAM | GOLD BODY | GOLD BODY | Organic hydrosol rose (BIO esenciální voda z růže) | PALMAROSA | GURJUM BALSAM | OMEGA KOMPLEX 1 BIO RAW (mořské řasy se slunečnicový olejem) | BIO JAGGERY POWDER | GOLD BEAUTY | GERANIUM | LAVENDER ALBANY | GURJUM BALSAM | GURJUM BALSAM | GURJUM BALSAM | LEMON COLD PRESSED | GERANIUM | LAVENDER ALBANY | TEA TREE melaleuca alternifolia - do směsí | GURJUM BALSAM | OREGANO Origanum vulgare | GURJUM BALSAM | FRANKINCENSE (BOSWELLIA SERRATA) | GURJUM BALSAM | LEMON COLD PRESSED | CEDARWOOD HIMALAYAN | PALMAROSA | GURJUM BALSAM | FRANKINCENSE (BOSWELLIA SERRATA) | LEMON COLD PRESSED | TEA TREE melaleuca alternifolia - do směsí | BIO MERUŇKOVÝ OLEJ (ORGANIC APRICOT KERNEL OIL) | Organic Almond oil (BIO MANDLOVÝ OLEJ) cold pressed kosmetický | LAVENDER ALBANY | LEMON COLD PRESSED | TEA TREE melaleuca alternifolia - do směsí | GURJUM BALSAM | LAVENDER KASHMIR (Lavandula angustifolia) | LAVENDER FRANCE. Mailette | LAVENDER ALBANY | LEMON COLD PRESSED | GURJUM BALSAM | CEDARWOOD HIMALAYAN | TEA TREE melaleuca alternifolia - do směsí | LEMON COLD PRESSED | CARROT seed (Daucus carota) | Geranium EO - Madagascar | LAVENDER ALBANY | GURJUM BALSAM | LAVENDER ALBANY | Geranium EO - Madagascar | LAVENDER ALBANY | Geranium EO - Madagascar | CEDARWOOD HIMALAYAN | GURJUM BALSAM | MANUKA - β-Triketone 20%+ | FRANKINCENSE (BOSWELLIA SERRATA) | CEDARWOOD HIMALAYAN | GURJUM BALSAM | CEDARWOOD HIMALAYAN | CEDARWOOD HIMALAYAN | LEMON COLD PRESSED | PALMAROSA | TEA TREE melaleuca alternifolia - do směsí | LEMON COLD PRESSED | BASIL | TEA TREE melaleuca alternifolia - do směsí | CEDARWOOD HIMALAYAN | GURJUM BALSAM | LEMON COLD PRESSED | CLOVE leaf | LEMONGRASS | LEMON COLD PRESSED | ORANGE | CINNAMON LEAF | TEA TREE melaleuca alternifolia - do směsí | LEMON COLD PRESSED | CANANGA | CEDARWOOD HIMALAYAN | LAVENDER ALBANY | TEA TREE melaleuca alternifolia - do směsí | ROSEWOOD | Ylang complete EO - Madagascar | BASIL | LEMONGRASS | Geranium EO - Madagascar | PALMAROSA | Geranium EO - Madagascar | CEDARWOOD HIMALAYAN | LAVENDER ALBANY | CANANGA | LAVENDER ALBANY | Geranium EO - Madagascar | ROSEWOOD | BASIL | MANUKA - β-Triketone 20%+ | FRANKINCENSE (BOSWELLIA SERRATA) | CEDARWOOD HIMALAYAN | ROSEWOOD | CEDARWOOD HIMALAYAN | ROSEWOOD | BASIL | GURJUM BALSAM | LEMONGRASS | GURJUM BALSAM | CEDARWOOD HIMALAYAN | CANANGA | CEDARWOOD HIMALAYAN | CANANGA | ROSEMARY rosmarinus officinalis | CEDARWOOD HIMALAYAN | Niaouli Melaleuca quinquenervia | CEDARWOOD HIMALAYAN | FRANKINCENSE (BOSWELLIA SERRATA) | FRANKINCENSE (BOSWELLIA SERRATA) | CEDARWOOD HIMALAYAN | LEMON COLD PRESSED | GURJUM BALSAM | LEMON SUN | FRANKINCENSE (BOSWELLIA SERRATA) | FRANKINCENSE (BOSWELLIA SERRATA) | FRANKINCENSE (BOSWELLIA SERRATA) | FRANKINCENSE (BOSWELLIA SERRATA)	Směsi esenciálních olejů
1525	2026-03-03 10:06:00.75605+00	Grounding	KOKOSOVÝ OLEJ FRAKCIONOVANÝ MCT 60/40 | CEDARWOOD ATLAS | ROSEWOOD | CLARY SAGE Salvia sclarea | PATCHOULI JAVA Pogostemon Cablin benth	Směsi esenciálních olejů
